Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3346-3396-7124-92323..0,"Apr 3, 2017",3:24:18 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,18608,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3346-3396-7124-92323..0,"Apr 3, 2017",3:24:18 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,18608,KRW,390.00,1.000000,KRW,390.00
GPA.3375-8497-7076-20751..0,"Apr 3, 2017",3:24:28 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,28635,KRW,3900.00,1.000000,KRW,3900.00
GPA.3375-8497-7076-20751..0,"Apr 3, 2017",3:24:28 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,28635,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3375-8497-7076-20751..0,"Apr 3, 2017",3:24:28 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,28635,KRW,390.00,1.000000,KRW,390.00
GPA.3315-3136-1347-82644..0,"Apr 3, 2017",3:26:55 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,대구광역시,705-816,KRW,3900.00,1.000000,KRW,3900.00
GPA.3315-3136-1347-82644..0,"Apr 3, 2017",3:26:55 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,대구광역시,705-816,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3315-3136-1347-82644..0,"Apr 3, 2017",3:26:55 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,대구광역시,705-816,KRW,390.00,1.000000,KRW,390.00
GPA.1356-7742-4913-59759..2,"Apr 3, 2017",3:28:16 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a7xeltelgt,KR,경기도,442-819,KRW,3900.00,1.000000,KRW,3900.00
GPA.1356-7742-4913-59759..2,"Apr 3, 2017",3:28:16 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a7xeltelgt,KR,경기도,442-819,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1356-7742-4913-59759..2,"Apr 3, 2017",3:28:16 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a7xeltelgt,KR,경기도,442-819,KRW,390.00,1.000000,KRW,390.00
GPA.1358-8250-0133-91147..1,"Apr 3, 2017",3:29:16 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j5ltekx,KR,,25774,KRW,3900.00,1.000000,KRW,3900.00
GPA.1358-8250-0133-91147..1,"Apr 3, 2017",3:29:16 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j5ltekx,KR,,25774,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1358-8250-0133-91147..1,"Apr 3, 2017",3:29:16 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j5ltekx,KR,,25774,KRW,390.00,1.000000,KRW,390.00
GPA.1366-4420-3023-61263..2,"Apr 3, 2017",3:29:57 AM PDT,,Charge,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,X9009,ID,Bali,,IDR,9900.00,0.083707,KRW,829.00
GPA.1366-4420-3023-61263..2,"Apr 3, 2017",3:29:57 AM PDT,,Google fee,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,X9009,ID,Bali,,IDR,-2970.00,0.083707,KRW,-249.00
GPA.1361-9993-0629-04313..2,"Apr 3, 2017",3:30:24 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,인천광역시,402-070,KRW,3900.00,1.000000,KRW,3900.00
GPA.1361-9993-0629-04313..2,"Apr 3, 2017",3:30:24 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,인천광역시,402-070,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1361-9993-0629-04313..2,"Apr 3, 2017",3:30:24 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,인천광역시,402-070,KRW,390.00,1.000000,KRW,390.00
GPA.1351-6746-3386-35295..1,"Apr 3, 2017",3:30:37 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,ef62l,KR,,39319,KRW,3900.00,1.000000,KRW,3900.00
GPA.1351-6746-3386-35295..1,"Apr 3, 2017",3:30:37 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,ef62l,KR,,39319,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1351-6746-3386-35295..1,"Apr 3, 2017",3:30:37 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,ef62l,KR,,39319,KRW,390.00,1.000000,KRW,390.00
GPA.3342-8195-9064-91471..0,"Apr 3, 2017",3:32:59 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,kltektt,KR,대전광역시,302-809,KRW,3900.00,1.000000,KRW,3900.00
GPA.3342-8195-9064-91471..0,"Apr 3, 2017",3:32:59 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,kltektt,KR,대전광역시,302-809,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3342-8195-9064-91471..0,"Apr 3, 2017",3:32:59 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,kltektt,KR,대전광역시,302-809,KRW,390.00,1.000000,KRW,390.00
GPA.1355-0446-3764-58062..4,"Apr 3, 2017",3:33:16 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,aka,KR,,15049,KRW,3900.00,1.000000,KRW,3900.00
GPA.1355-0446-3764-58062..4,"Apr 3, 2017",3:33:16 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,aka,KR,,15049,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1355-0446-3764-58062..4,"Apr 3, 2017",3:33:16 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,aka,KR,,15049,KRW,390.00,1.000000,KRW,390.00
GPA.3353-9346-7874-70581..0,"Apr 3, 2017",3:35:04 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,28616,KRW,3900.00,1.000000,KRW,3900.00
GPA.3353-9346-7874-70581..0,"Apr 3, 2017",3:35:04 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,28616,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3353-9346-7874-70581..0,"Apr 3, 2017",3:35:04 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,28616,KRW,390.00,1.000000,KRW,390.00
GPA.3391-0007-5004-35140..0,"Apr 3, 2017",3:35:25 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,경기도,467-705,KRW,3900.00,1.000000,KRW,3900.00
GPA.3391-0007-5004-35140..0,"Apr 3, 2017",3:35:25 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,경기도,467-705,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3391-0007-5004-35140..0,"Apr 3, 2017",3:35:25 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,경기도,467-705,KRW,390.00,1.000000,KRW,390.00
GPA.1336-7637-3975-11043..3,"Apr 3, 2017",3:35:35 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zerolteskt,KR,,58707,KRW,3900.00,1.000000,KRW,3900.00
GPA.1336-7637-3975-11043..3,"Apr 3, 2017",3:35:35 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zerolteskt,KR,,58707,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1336-7637-3975-11043..3,"Apr 3, 2017",3:35:35 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zerolteskt,KR,,58707,KRW,390.00,1.000000,KRW,390.00
GPA.3336-1276-4886-65384..0,"Apr 3, 2017",3:36:20 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,경기도,469-802,KRW,3900.00,1.000000,KRW,3900.00
GPA.3336-1276-4886-65384..0,"Apr 3, 2017",3:36:20 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,경기도,469-802,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3336-1276-4886-65384..0,"Apr 3, 2017",3:36:20 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,경기도,469-802,KRW,390.00,1.000000,KRW,390.00
GPA.1396-3847-9629-44183..4,"Apr 3, 2017",3:38:20 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,z2,KR,,16566,KRW,3900.00,1.000000,KRW,3900.00
GPA.1396-3847-9629-44183..4,"Apr 3, 2017",3:38:20 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,z2,KR,,16566,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1396-3847-9629-44183..4,"Apr 3, 2017",3:38:20 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,z2,KR,,16566,KRW,390.00,1.000000,KRW,390.00
GPA.1373-6100-3669-63665..3,"Apr 3, 2017",3:38:29 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,,10924,KRW,3900.00,1.000000,KRW,3900.00
GPA.1373-6100-3669-63665..3,"Apr 3, 2017",3:38:29 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,,10924,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1373-6100-3669-63665..3,"Apr 3, 2017",3:38:29 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,,10924,KRW,390.00,1.000000,KRW,390.00
GPA.3365-5879-3759-28357..0,"Apr 3, 2017",3:38:32 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,22168,KRW,3900.00,1.000000,KRW,3900.00
GPA.3365-5879-3759-28357..0,"Apr 3, 2017",3:38:32 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,22168,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3365-5879-3759-28357..0,"Apr 3, 2017",3:38:32 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,22168,KRW,390.00,1.000000,KRW,390.00
GPA.3348-9578-4772-07536,"Apr 3, 2017",3:38:34 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,57066,KRW,3900.00,1.000000,KRW,3900.00
GPA.3348-9578-4772-07536,"Apr 3, 2017",3:38:34 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,57066,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3348-9578-4772-07536,"Apr 3, 2017",3:38:34 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,57066,KRW,390.00,1.000000,KRW,390.00
GPA.1326-2452-0362-81683..2,"Apr 3, 2017",3:40:11 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,klteskt,KR,서울특별시,131-231,KRW,3900.00,1.000000,KRW,3900.00
GPA.1326-2452-0362-81683..2,"Apr 3, 2017",3:40:11 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,klteskt,KR,서울특별시,131-231,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1326-2452-0362-81683..2,"Apr 3, 2017",3:40:11 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,klteskt,KR,서울특별시,131-231,KRW,390.00,1.000000,KRW,390.00
GPA.3324-9713-9352-40030..0,"Apr 3, 2017",3:40:33 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,kltektt,KR,밀양시내이동,627-803,KRW,3900.00,1.000000,KRW,3900.00
GPA.3324-9713-9352-40030..0,"Apr 3, 2017",3:40:33 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,kltektt,KR,밀양시내이동,627-803,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3324-9713-9352-40030..0,"Apr 3, 2017",3:40:33 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,kltektt,KR,밀양시내이동,627-803,KRW,390.00,1.000000,KRW,390.00
GPA.1337-3726-7613-95303..1,"Apr 3, 2017",3:41:19 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,,34639,KRW,3900.00,1.000000,KRW,3900.00
GPA.1337-3726-7613-95303..1,"Apr 3, 2017",3:41:19 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,,34639,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1337-3726-7613-95303..1,"Apr 3, 2017",3:41:19 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltelgt,KR,,34639,KRW,390.00,1.000000,KRW,390.00
GPA.1367-0288-1419-66732..1,"Apr 3, 2017",3:42:05 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,407-832,KRW,3900.00,1.000000,KRW,3900.00
GPA.1367-0288-1419-66732..1,"Apr 3, 2017",3:42:05 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,407-832,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1367-0288-1419-66732..1,"Apr 3, 2017",3:42:05 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lteskt,KR,,407-832,KRW,390.00,1.000000,KRW,390.00
GPA.1339-6532-7164-31353..5,"Apr 3, 2017",3:42:35 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,gracelteskt,KR,,37161,KRW,3900.00,1.000000,KRW,3900.00
GPA.1339-6532-7164-31353..5,"Apr 3, 2017",3:42:35 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,gracelteskt,KR,,37161,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1339-6532-7164-31353..5,"Apr 3, 2017",3:42:35 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,gracelteskt,KR,,37161,KRW,390.00,1.000000,KRW,390.00
GPA.1361-1840-9721-14106..5,"Apr 3, 2017",3:43:20 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,전라남도,548-802,KRW,3900.00,1.000000,KRW,3900.00
GPA.1361-1840-9721-14106..5,"Apr 3, 2017",3:43:20 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,전라남도,548-802,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1361-1840-9721-14106..5,"Apr 3, 2017",3:43:20 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zeroflteskt,KR,전라남도,548-802,KRW,390.00,1.000000,KRW,390.00
GPA.1358-2655-9528-93253..9,"Apr 3, 2017",3:45:50 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,전라북도,560-891,KRW,3900.00,1.000000,KRW,3900.00
GPA.1358-2655-9528-93253..9,"Apr 3, 2017",3:45:50 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,전라북도,560-891,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1358-2655-9528-93253..9,"Apr 3, 2017",3:45:50 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,전라북도,560-891,KRW,390.00,1.000000,KRW,390.00
GPA.1307-5421-1801-33618..16,"Apr 3, 2017",3:46:18 AM PDT,,Charge,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,omegar,KR,,04736,KRW,3900.00,1.000000,KRW,3900.00
GPA.1307-5421-1801-33618..16,"Apr 3, 2017",3:46:18 AM PDT,,Google fee,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,omegar,KR,,04736,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1307-5421-1801-33618..16,"Apr 3, 2017",3:46:18 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,omegar,KR,,04736,KRW,390.00,1.000000,KRW,390.00
GPA.1379-5258-0002-26015..9,"Apr 3, 2017",3:46:52 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,g3,KR,인천광역시,404-221,USD,3.29,1115.400000,KRW,3670.00
GPA.1379-5258-0002-26015..9,"Apr 3, 2017",3:46:52 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,g3,KR,인천광역시,404-221,USD,-0.99,1115.400000,KRW,-1104.00
GPA.1379-5258-0002-26015..9,"Apr 3, 2017",3:46:52 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,g3,KR,인천광역시,404-221,USD,0.33,1115.400000,KRW,368.00
